ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
乙卯(을묘),癸未(계미),95,힐링 소울메이트,싱그러운 꽃(乙卯)이 따뜻한 단비(癸未)를 만나 만개하는 시너지 미친 조합! 계미의 다정함이 을묘의 톡톡 튀는 매력을 포근하게 감싸주는 텐션 세계관이에요. 서로가 서로의 안식처가 되어주는 '정서적 찐사랑'이라 함께 있으면 세상 무해한 힐링 에너지가 폭발하는 갓벽한 궁합입니다.,몽글몽글한 감성 필터 씌운 듯한 데이트 바이브! 말하지 않아도 통하는 눈빛 교환과 서로의 취향을 공유하며 소소한 행복을 즐기는 갓생 커플 스타일이에요.,둘 다 섬세해서 가끔 서운함이 쌓일 수 있으니 '솔직 대화 타임' 갖기! 예쁜 말로 마음을 표현하면 관계의 깊이가 더 딥해지는 찐사랑 각!,"수목원 산책, 아뜰리에 공방, 홈무비 나이트",2026-03-07 08:04:42
乙卯(을묘),戊子(무자),78,자극적 성장 커플,통통 튀는 텐션의 을묘와 묵직한 카리스마를 가진 무자가 만난 '단짠단짠' 매력의 조합! 을묘의 자유분방함을 무자의 깊은 에너지가 잡아주며 서로의 세계관을 확장시키는 성장형 케미예요. 서로 다른 매력에 자석처럼 끌리는 텐션이 미쳤다 소리 절로 나오게 만드는 힙한 궁합입니다.,"예측 불가능한 스릴이 넘치는 데이트 바이브! 한 명은 감성, 한 명은 현실이라 서로의 취향을 공유하며 새로운 세상에 눈을 뜨게 되는 찐성장 스타일이에요.",가끔 서로의 방식이 낯설게 느껴질 땐 '이건 새로운 자극이야!'라고 긍정 회로 돌리기! 서로의 다름을 리스펙트하는 순간 시너지 폭발하고 찐사랑 등극!,"팝업스토어 투어, 재즈바, 심야 드라이브",2026-03-07 08:05:22
乙卯(을묘),癸巳(계사),92,갓벽 힐링 커플,싱그러운 초록 잎 을묘와 촉촉한 단비 계사가 만난 격! 계사의 따뜻한 에너지가 을묘의 텐션을 확 끌어올려 주는 시너지 미친 조합이에요. 서로가 서로에게 영감이 되는 소울메이트 각! 을묘의 추진력에 계사의 유연함이 더해져 세상 어디에도 없는 독보적인 로맨틱 세계관을 완성하네요.,보는 사람도 마음 편안해지는 무해한 바이브! 섬세하게 챙겨주는 계사와 솔직당당한 을묘의 티키타카가 예술이에요. 자극적이지 않아도 은근한 텐션이 계속되는 찐사랑 스타일!,둘 다 공감 능력이 만렙이라 가끔은 속마음을 숨길 때가 있어요. '나 사실 이래!'라고 쿨하게 먼저 말해주면 신뢰도 수직 상승! 서로의 다름을 성장의 발판으로 삼는 성장형 케미로 거듭날 거예요.,"식물원 카페 투어, LP바 청음",2026-03-07 08:06:17
乙卯(을묘),戊戌(무술),88,단짠 성장 커플,싱그러운 초록 잎 을묘와 든든한 태산 무술의 만남! 무술의 묵직한 안정감이 을묘의 자유분방한 에너지를 따뜻하게 품어주는 구조예요. 서로 다른 매력이 부딪힐 때 터지는 텐션이 오히려 서로를 성장시키는 시너지 미친 조합! 흔들리지 않는 편안함 속에 피어나는 찐사랑 세계관이네요.,무술의 듬직한 리드에 을묘의 통통 튀는 아이디어가 더해진 힙한 무드! 서로의 영역을 존중하면서도 필요할 땐 확실하게 내 편이 되어주는 든든한 연애 바이브예요.,"가끔은 고집이 충돌할 수 있지만, 이건 서로 자아가 강한 갓생러들이라는 증거! 먼저 맛있는 걸 건네며 '우리 대화 좀 할까?' 하면 바로 하트 뿅뿅 케미 폭발이에요.","도심 속 캠핑, 미술관 전시, 야간 드라이브",2026-03-07 08:07:02
乙卯(을묘),癸卯(계묘),95,소울메이트 각,싱그러운 봄의 기운이 더블로 터졌다! 빗방울 계묘가 초록 잎 을묘를 촉촉하게 적셔주니 성장 에너지가 그야말로 미쳤어요. 같은 '묘(卯)'를 공유해서 말 안 해도 통하는 텔레파시 텐션이 대박! 서로의 감성을 100% 이해하는 무해한 찐사랑 세계관이라 볼수록 힐링되는 갓벽 조합입니다.,몽글몽글하고 감성 터지는 인스타 감성 바이브! 서로의 취향이 비슷해서 예쁜 카페나 소품샵 투어만 다녀도 행복지수 풀충전되는 순정만화 재질의 연애예요.,둘 다 섬세한 감성 부자라 가끔은 서운함이 쌓일 수 있어요! 그럴 땐 맛있는 디저트 먹으면서 솔직하게 '나 이거 서운했어!'라고 귀엽게 말해주면 케미가 다시 폭발할 거예요.,"팝업스토어 사냥, 인생네컷, 감성 북카페",2026-03-07 08:07:55
乙卯(을묘),戊申(무신),82,갓생 밀당 케미,자유로운 초록 잎 을묘와 힙한 바위 무신이 만난 성장형 세계관! 을묘의 톡톡 튀는 아이디어를 무신의 든든한 현실 감각이 딱 잡아주니 밸런스 미쳤다! 서로 다른 결이 만나 오히려 서로의 부족한 텐션을 채워주는 찐사랑 바이브예요. 알콩달콩 밀당하며 서로를 리스펙트하는 모습이 아주 갓벽하네요.,각자 자기 할 일도 잘하는 '갓생' 커플 느낌! 만날 땐 텐션 폭발하고 떨어져 있을 땐 서로를 응원하는 쿨하고 힙한 연애 스타일이에요.,"가끔 무신이 너무 팩폭을 날리면 을묘가 삐칠 수 있어요! '너 잘되라고 하는 소리' 대신 따뜻한 포옹 한 번이면 서운함 제로, 애정도 수직 상승 확정!","테니스 데이트, 팝업스토어 투어",2026-03-07 08:08:44
乙卯(을묘),癸丑(계축),89,힐링 시너지,초록초록한 을묘의 에너지를 계축의 촉촉한 대지가 꼬옥 안아주는 갓벽 조합! 계축의 은근한 카리스마가 을묘의 톡톡 튀는 텐션을 안정감 있게 잡아주니 시너지 미쳤다! 서로의 결핍을 채워주며 함께 성장하는 소울메이트 각이에요. 알콩달콩하면서도 깊이 있는 찐사랑 세계관 완성!,편안함과 설렘이 공존하는 꾸안꾸 바이브! 화려한 곳보다 우리만의 아지트에서 깊은 대화를 나누는 걸 선호하는 릴스 감성 커플이에요.,가끔 계축이 너무 진지해질 때 을묘가 애교 섞인 장난을 쳐주면 분위기 바로 반전! 서로의 페이스만 존중해주면 텐션 무한 유지 가능해요.,"심야 영화 정주행, 조용한 북카페",2026-03-07 08:09:31
乙卯(을묘),戊午(무오),85,불꽃 텐션 케미,초록초록한 에너지의 을묘와 핫한 태양 같은 무오가 만났으니 텐션 폭발 각! 무오의 화끈한 열정이 을묘의 성장을 화력 좋게 밀어주는 구조예요. 서로의 존재만으로도 일상이 블록버스터급으로 다채로워지는 시너지 미쳤다! 서로 다른 에너지가 만나 새로운 우주를 만드는 성장형 찐사랑 세계관이에요.,어딜 가나 시선 집중되는 핫플 정복 바이브! 무오의 거침없는 리드와 을묘의 센스 있는 티키타카가 만나면 그곳이 바로 영화 속 한 장면이에요.,둘 다 에너지가 넘쳐서 가끔은 불꽃 튀는 대화가 오갈 수 있어요. 그럴 땐 10분만 쿨다운 타임을 가지면 금방 다시 꿀 떨어지는 케미로 복귀 완료!,"페스티벌 투어, 루프탑 바",2026-03-07 08:10:11
乙卯(을묘),癸亥(계해),98,소울메이트 각,"푸른 나무 을묘와 깊은 바다 계해의 만남은 그야말로 시너지 미쳤다! 계해의 마르지 않는 에너지가 을묘를 쑥쑥 자라게 해주는 갓벽한 조합이에요. 서로 말하지 않아도 통하는 텔레파시 텐션이 폭발해서, 같이 있기만 해도 세상이 필터 씌운 듯 아름다워지는 찐사랑 세계관 그 자체입니다.",서로의 감성을 200% 충전해주는 힐링 바이브! 밤새 수다 떨어도 부족한 티키타카와 서로를 향한 무한 신뢰가 돋보이는 로맨틱 연애 스타일이에요.,둘 다 너무 깊이 몰입하는 스타일이라 가끔은 현실 복귀가 필요해요! 가끔은 각자의 '갓생' 타임을 존중해주면 애정 지수가 더 수직 상승할 거예요.,"오션뷰 스테이, 재즈 바",2026-03-07 08:11:02
丙辰(병진),戊辰(무진),88,갓생 커플 각,"뜨거운 태양 병진과 든든한 대지 무진이 만난 시너지 미쳤다! 병진의 밝은 에너지가 무진의 넓은 품을 환하게 비춰주니 존재만으로도 서로에게 동기부여가 되는 조합이에요. '진진(辰辰)'의 에너지가 만나 강력한 추진력을 발휘하는 텐션 세계관이라, 함께라면 어떤 목표든 뿌실 수 있는 무적의 케미입니다.",서로의 커리어를 응원하며 함께 성장하는 힙한 바이브! 같이 공부하거나 운동할 때 텐션 폭발하는 갓생 연애 스타일이에요.,둘 다 에너지가 강해서 가끔은 주도권 밀당이 있을 수 있어요! 그럴 땐 '오늘 고생했어'라는 따뜻한 칭찬 한마디면 사르르 녹는 찐사랑 모드 복귀 완료!,"러닝 크루, 테니스 레슨, 루프탑 다이닝",2026-03-07 08:11:50
丙辰(병진),癸酉(계유),92,갓벽한 보완 커플,"화사한 태양(병진)과 감성적인 빗물(계유)이 만나 무지개를 띄우는 레전드 시너지! 뜨거운 열정을 유연한 센스로 촉촉하게 적셔주는 천생연분 바이브예요. 서로의 부족한 텐션을 200% 채워주는 육합 조합이라, 같이 있기만 해도 에너지가 풀충전되는 '갓생' 커플의 정석을 보여줍니다.","낮에는 힙한 핫플 투어로 활기차게, 밤에는 딥한 대화로 감성 폭발! 화끈한 리드와 섬세한 리액션이 만나 쉴 틈 없는 도파민 파티가 열리는 분위기예요.","태양과 비가 동시에 뜨면 습해질 수 있듯, 가끔은 각자의 '솔로 타임'으로 쾌적함을 유지해 보세요. 서로의 선을 지켜주면 신뢰도가 수직 상승할 거예요!","루프탑 바, 비 오는 날 미술관, 야간 드라이브",2026-03-07 08:12:34
丙辰(병진),戊寅(무인),88,파워 갓생 커플,"뜨거운 태양(병진)이 든든한 대지(무인)를 비추니 에너지가 복사되는 시너지 미친 조합! 서로의 비전과 야망을 리스펙하며 함께 성장하는 '커리어+연애' 다 잡는 텐션이에요. 불과 흙의 만남이라 관계가 갈수록 단단해지고, 서로를 향한 신뢰도가 지구 내핵급으로 깊어지는 소울메이트 각입니다.",누가 봐도 힙한 에너지가 뿜뿜! 같이 운동하거나 새로운 챌린지를 뿌시는 '갓생' 데이트 바이브예요. 열정적인 대화로 밤새는 줄 모르는 스타일!,둘 다 에너지가 넘쳐서 가끔은 과부하가 올 수도? 서로의 열정이 부딪힐 때 '3초 쉼표'만 찍어주면 갈등도 사랑의 기폭제가 되는 마법이 펼쳐질 거예요.,"러닝 크루 활동, 테니스 투어, 팝업스토어 습격",2026-03-07 08:13:18
丙辰(병진),癸未(계미),82,단짠단짠 케미,"밝게 타오르는 태양(병진)과 촉촉하고 섬세한 빗물(계미)이 만난 텐션 세계관! 뜨거운 열정을 부드럽게 감싸주는 촉촉한 감성이 섞여 매일이 영화 같은 시너지 미쳤다. 서로 다른 온도차가 오히려 서로를 끌어당기는 자석 같은 매력으로 작용해, 알콩달콩 지루할 틈 없는 성장형 커플의 정석을 보여주네요.","햇살 가득한 낮에는 댕댕이처럼 신나게 놀고, 밤에는 감성 가득한 무드로 바뀌는 롤러코스터 바이브! 서로의 텐션을 맞추며 밀당하는 재미가 쏠쏠한 스타일이에요.","가끔 구름이 태양을 가리듯 소통이 엇갈릴 땐, 솔직한 '본캐' 대화가 필수! 서로의 속마음을 귀엽게 공유하기만 해도 애정 지수가 무한대로 수직 상승할 거예요.","오션뷰 카페, 재즈 바, 셀프 스튜디오",2026-03-07 08:14:08
丙辰(병진),戊子(무자),85,상호보완 커플,밝은 태양(병진)과 깊은 호수(무자)가 만나 절묘한 텐션 세계관을 완성! 병진의 화끈한 에너지를 무자의 차분한 대지가 든든하게 받쳐주니 안정감이 미쳤다. 서로 다른 결이 만나 부족한 부분을 갓벽하게 채워주는 시너지가 폭발해요. 시간이 갈수록 서로에게 스며드는 찐사랑 바이브가 느껴지는 조합입니다.,에너지 넘치는 활동과 정적인 힐링이 공존하는 스타일! 힙한 전시회를 뿌시고 와서 조용한 심야 영화를 즐기는 반전 매력 가득한 데이트 바이브예요.,가끔 서로의 속도감이 다를 때 '오히려 좋아' 마인드가 필수! 상대의 페이스를 리스펙하며 천천히 걸음을 맞추면 관계의 깊이가 수직 상승할 거예요.,"아쿠아리움, 야경 맛집, 턴테이블 바",2026-03-07 08:15:02
丙辰(병진),癸巳(계사),89,무지개 케미,"화끈한 태양(병진)과 유연한 빗물(계사)이 만나 하늘에 무지개를 띄우는 시너지 미쳤다! 서로 다른 온도차가 묘하게 섞이면서 도파민 터지는 텐션 세계관을 완성해요. 뜨거운 열정을 센스 있게 식혀주고, 차분한 무드에 생기를 불어넣는 상호보완 폼 미친 조합이라 찐사랑 각 제대로 나옵니다.","낮에는 힙한 핫플에서 인생샷 건지고, 밤에는 딥한 감성 토크로 밤새는 스타일! 텐션 조절이 예술이라 같이 있으면 지루할 틈 없는 데이트 바이브예요.",가끔 서로의 에너지가 넘칠 때 '쉼표' 한 번씩만 찍어주기! 상대의 속마음을 한 번 더 물어보는 다정함만 장착하면 관계의 깊이가 우주 끝까지 수직 상승할 거예요.,"루프탑 라운지, 감성 LP바, 전시회 투어",2026-03-07 08:15:44
丙辰(병진),戊戌(무술),78,파워 성장형 커플,"밝은 태양(병진)과 든든한 산(무술)이 만나 서로의 바운더리를 넓혀가는 텐션 세계관! 각자의 주관이 뚜렷해서 가끔 불꽃 튀는 자극이 되지만, 그만큼 서로의 성장을 돕는 시너지가 미쳤다. 뜨거운 열정과 묵직한 안정감이 섞여 절대 지루하지 않은 찐사랑 각을 만들어내는 조합이에요.",서로의 취향을 리스펙하며 토론하는 뇌섹 바이브! 힙한 전시회를 뿌시거나 새로운 취미를 같이 배우며 에너지를 발산하는 갓생 데이트 스타일이에요.,둘 다 에너지가 강해서 '져주는 게 이기는 것'이라는 마인드만 장착하면 찐! 서로의 선을 지켜주는 유연함 한 스푼만 더하면 애정 지수 수직 상승 확정!,"클라이밍, 복합문화공간, 심야 드라이브",2026-03-07 08:16:33
丙辰(병진),癸卯(계묘),95,갓벽한 무지개 케미,"밝게 타오르는 태양(병진)과 촉촉하고 귀여운 봄비(계묘)가 만난 시너지 미쳤다! 서로의 존재만으로도 화사한 무지개를 띄우는 소울메이트 각이에요. 병진의 열정을 계묘가 유연하게 서포트하고, 계묘의 감성을 병진이 환하게 비춰주니 텐션 세계관 자체가 로맨틱 그 자체! 서로를 빛나게 해주는 찐사랑 조합입니다.",몽글몽글한 감성 카페 투어부터 힙한 전시회까지 섭렵하는 바이브! 같이 있으면 웃음이 끊이지 않는 댕냥이 커플 같은 텐션이에요.,가끔은 서로의 뜨거운 온도와 촉촉한 습도가 부딪힐 수 있으니 '나만의 시간' 리스펙해주기! 이것만 지키면 애정 지수 무한대 상승 확정입니다.,"플라워 원데이 클래스, 식물원 카페, 한강 피크닉",2026-03-07 08:17:24
